Company	Sector	Stage	Amount	Location	About	Funding Year
True Elements	Dietary Supplements	Early Stage	730000.0	Pune	True elements offers a range of highquality snacks and supplements that are inspired by natural foods consumed by our ancestors	2018
Trendlyne Technologies	Financial Services	Early Stage	200000.0	Bengaluru	Trendlyne Technologies is a stock market analytics platform and marketplace for retail investors	2018
Planys Technologies	Manufacturing	Mid Stage	2046920.0	Chennai	Planys Technologies is Indias first and only manufacturer of compact ROVs providing underwater robotic inspection and survey solutions	2018
Healthplix	Fitness	Mid Stage	3000000.0	Bengaluru	HealthPlix is a healthtech startup	2018
Dish		Early Stage	400000.0	Bengaluru	dishq leverages food science and machine learning AI to understand and predict peoples tastes	2018
Entropik Technology	Artificial Intelligence	Early Stage	1100000.0	Bengaluru	The boundaries between Human and Machines are shrinking fast	2018
Myhq	Collaboration	Mid Stage	500000.0	New Delhi	myHQ turns your everyday coffee space into a perfect work zone Get an amazing work environment without paying any rent	2018
Trell		Early Stage	1250000.0	Bengaluru	Trell is a location based network which helps you in exploring amazing experiences and annotating places around you	2018
Kidovators (By Gyanlab)	Big Data	Early Stage	180000.0	Bengaluru	Building future human capital through 21st Century Skills programs for K12	2018
Log 9 Materials	Nanotechnology	Early Stage	438000.0	Uttar Pradesh	Log 9 Materials is a nanomaterials manufacturing and RnD startup	2018
Vtion	Analytics	Early Stage	280320.0	Gurugram	VTION is a media technology innovation firm aiming to solve key problems in the media based ecosystem	2018
Housingman		Early Stage	1503800.0	Bengaluru	New Apartments Flats for Sale in Bangalore	2018
Steradian Semiconductors		Early Stage	1300000.0	Bengaluru	It is a fabless semiconductor company focused on CMOS millimeter wave products for Radar	2018
Rupeecircle	Financial Services	Early Stage	584000.0	Mumbai	RupeeCircle is a new age finance company	2018
Wooden Street	E-Commerce	Mid Stage	1000000.0	Jaipur	Woodenstreetcom ensures to fulfill customers unique furniture requirements by crafting oneofakind furniture pieces	2018
The Ken	Digital Media	Mid Stage	1500000.0	Bengaluru	The Ken is Indias first subscriptionsonly business news site	2018
Saffronstays		Early Stage	2000000.0	Mumbai	SaffronStays connects travellers to Indias Incredible hosts	2018
Vebbler	File Sharing	Early Stage	1300000.0	Bengaluru	A personal network for close people	2018
Foyr	Home Decor	Mid Stage	4200000.0	Pune	Foyrcom is Indias first online automated interior designer	2018
Mengage	Health Care	Early Stage	175000.0	Jaipur	MEngage is a mass consumer engagement application for doctors on both android and IOS platforms	2018
Inner Being Wellness		Other Stages	511000.0	Hyderabad	Inner Being Wellness manufactures beauty wellness and nutrition products	2018
Kobster	E-Commerce	Early Stage	1300000.0	Chennai	Kobster is a pioneer of B2B eProcurement and an eMarketplace providing Corporates an endtoend solution for their procuretopay cycle	2018
Wishberry	Crowdfunding	Mid Stage	1460000.0	Mumbai	Wishberry is a rewardsbased crowdfunding platform that enables users to raise funds for their creative and innovative ideas	2018
Mcxtra	Finance	Early Stage	1300000.0	Andheri	McXtra is a digital insurance broking startup	2018
Magic Crate	Children	Early Stage	1300000.0	Bengaluru	Magic Crate is a theme based stimulating fun and learning activity box for 48 year olds that is mailed to your doorstep every month	2018
Smartvizx	Software	Early Stage	1450000.0	Noida	It is a Virtual Reality Solutions StartUp	2018
Myseodoc		Early Stage	1300000.0	New Delhi	SEO PPC Search Engine Marketing Social Media Optimization Content Marketing Brand Reputation Management	2018
Enlyft Digital Solutions		Early Stage	2920.0	Pune	Digital Marketing Agency	2018
Scale Labs		Early Stage	1000000.0	New Delhi	Scale Labs is a cross border ecommerce solutions provider that drives global trade for brands	2018
Hungerbox	B2B	Mid Stage	4500000.0	Bengaluru	HungerBox is a full stack B2B FB technology company delivering food solutions for the corporates in India	2018
Biryani By Kilo	Catering	Early Stage	1000000.0	Noida	BBK delivers both authentic taste of Hyderabadi and Lucknowi Biryani prepared in individual earthen Handis with the freshest ingredients	2018
Wholesome Habits (Eat Anytime)	Food And Beverage	Early Stage	500000.0	Mumbai	Wholesome Habits EAT Anytime is a healthy snacks Company	2018
Gobumpr	Automotive	Early Stage	600000.0	Mylapore	Car Service and Bike Service Mobile App	2018
Fixpocket	Computer	Early Stage	250000.0	Ahmedabad	Fixpocket is a internetbased startup	2018
Edureka!	Android	Mid Stage	2000000.0	Bengaluru	Edureka is the fastest growing online learning platform that offers live instructorled courses for professionals from various industries	2018
Hashtag Loyalty Private Limited	Analytics	Early Stage	1300000.0	Mumbai	Hashtag Loyalty is a customer engagement and marketing automation tool for local businesses	2018
Wow Express	Delivery	Mid Stage	4500000.0	Mumbai	WOW as customers react to his studiously taught trained polite and courteous nature	2018
Zunroof	Environmental Consulting	Other Stages	242360.0	Gurugram	ZunRoof is a rooftop focused solar startup	2018
Eggoz	Food And Beverage	Other Stages	175200.0	Indore	Eggoz is a fullstack layer poultry business operator  service provider 	2018
Sqrrl Fintech	Big Data	Early Stage	1000000.0	Gurugram	Personal Finance	2018
Galaxycard	Finance	Early Stage	1300000.0	Noida	GalaxyCard is a mobile based Instant credit card	2018
Indiqube	Commercial Real Estate	Mid Stage	15000000.0	Bengaluru	IndiQube is a provider of coworking spaces based in Bengaluru	2018
Egk Foods	Food And Beverage	Early Stage	292000.0	Mumbai	A food processing enterprise registered with StartUp India 	2018
Nirogstreet	Apps	Early Stage	300000.0	Gurugram	NirogStreet is an Ayurvedic doctor discovery and appointment booking platform where patients can easily find doctors and fix consultation	2018
Pixr8	Digital Media	Early Stage	50000.0	Ghaziabad	Pixr8 is a global media platform dedicated to Startups and business organisations for promoting entrepreneurship work	2018
Nivesh.Com	Finance	Early Stage	438000.0	Noida	Niveshcom is a mass market mutual funds investment platform	2018
Theranosis Life Sciences	Biotechnology	Early Stage	1300000.0	Hyderabad	A fully functioning cell culture facility and molecular biology setup	2018
Poshmiles Online Solutions Private Limited	Travel	Early Stage	1300000.0	Bengaluru	Poshmiles aims to help point travellers to long weekend trips at popular and undiscovered destinations based on budget  interest	2018
Reculta	Education	Early Stage	1300000.0	Noida	A campus recruitment solution provider	2018
Orbo.Ai	Internet	Early Stage	1300000.0	Mumbai	Orbo is a computer vision and deep facial technology company	2018
Inntot Technologies	Consumer Electronics	Early Stage	1300000.0	Kochi	Inntot Technologies is a technology driven company	2018
Zoctr Health	Apps	Early Stage	1300000.0	Powai	Zoctr Health Network is a firstofits kind panIndia Home  Telehealth Company	2018
Hey Deedee	Delivery Service	Early Stage	481800.0	Mumbai	Hey Deedee is a Mumbaibased company that provides solutions to parcel delivery problems	2018
Digiconnectt Technologys	Information Services	Early Stage	125000.0	Bengaluru	A technology company focused on introducing products that will accelerate and enhance sales productivity and effectiveness 	2018
Locus.Sh	Big Data	Mid Stage	4000000.0	Bengaluru	Locus is an intelligent logistics automation platform	2018
Sports Flashes Pvt. Ltd	Basketball	Early Stage	1000000.0	New Delhi	Sports Flashes operates a sports content app that provides sports news live scores fantasy gaming expert views trivia and more	2018
Inc42	Media And Entertainment	Early Stage	1300000.0	New Delhi	Inc42 is one of the leading tech media publications of India	2018
Picxy	Internet	Early Stage	130000.0	Guntur	A stock photo startup based in Amravati Andhra Pradesh	2018
Huddle	Consulting	Early Stage	300000.0	Haryana	A coworking incubator Company	2018
Benepik	Human Resources	Early Stage	1300000.0	Gurugram	HR Technology startup	2018
Cash Suvidha	Finance	Early Stage	1000000.0	New Delhi	Cash Suvidha is an Digital Lending Platform that provide working capital finance to SMEs and MSMEs in India	2018
Smartcoin	Big Data	Early Stage	2000000.0	Bengaluru	Providing financial access to the millions of mobile users in India using alternative credit assessment	2018
Carmel Organics	Agriculture	Mid Stage	1300000.0	Indore	Carmel Organics is an Indiabased herb company engaged in sourcing processing and distributing herbal tea ingredients	2018
Roadcast		Other Stages	250000.0	New Delhi	Transforming the way businesses deliver Workforce  fleet mobility tools	2018
Printline Media(Theprint)	Digital Media	Early Stage	509540.0	New Delhi	A digital news platform	2018
Creditas Solutions	Financial Services	Early Stage	1300000.0	Gurugram	Creditas was setup in 2015 with an aim to help Financial Institutions find better ways to reach and interact with their customers	2018
Urbanpiper	Software	Early Stage	1300000.0	Bengaluru	UrbanPiper offers restaurants and chains with a suite of products to manage and analyze their online presence	2018
Doxper	Health Care	Early Stage	1051200.0	Mumbai	Doxper is Health tech startup which has created a digital pen and coded paper system for doctors to record patient information	2018
I2Ifunding	Crowdfunding	Other Stages	730000.0	Noida	i2ifunding is an online marketplace that connects borrowers looking for personal loans with investors looking for alternative investments	2018
Shakedeal	B2B	Early Stage	1300000.0	Bengaluru	Home of B2B Commerce	2018
Helloverify	Fraud Detection	Early Stage	1300000.0	Noida	HelloVerify is an online background check platform	2018
Fasal	Agriculture	Early Stage	120000.0	Bengaluru	Climate Smart Precision Agriculture Platform	2018
Coingeto	Cryptocurrency	Early Stage	1752000.0	New Delhi	CoinGeto is one of Indias most advanced digital assets exchange	2018
Avail Finance	Finance	Mid Stage	17200000.0	Bengaluru	Avail is a mobilefirst platform aiming to financially include the urban mass of India	2018
Tripeur	Information Technology	Early Stage	600000.0	Bengaluru	Radical Travel Automation  Cloud Based Corporate Travel  Expense Management Software	2018
Wedeterna	Wedding	Other Stages	1300000.0	Bengaluru	Wedeterna is a newage personalised and fresh approach to arranged marriages DIY matrimonial community with only self created profiles	2018
Stumagz	Digital Media	Early Stage	1300000.0	Hyderabad	Stumagz is about connecting with Stories Stumagz is about collaborating with people Stumagz is about creating a Cult	2018
Doubtnut	E-Learning	Early Stage	511000.0	Gurugram	Gurgaon based Elearning platform	2018
Mcaffeine	Consumer Goods	Early Stage	467200.0	Mumbai	MCaffeine is Indias First Caffeine Infuse Personal Care Brand Its an extension to the hyperactive lifestyle and individualistic identity	2018
Trustcheckr	Information Technology	Other Stages	100000.0	Bengaluru	A Bengalurubased fraud analytics solution provider 	2018
Healthassure	Fitness	Early Stage	1000000.0	Mumbai	HealthAssure provides access to Discounted  High Quality primary care medical network	2018
Picture Time	Digital Entertainment	Early Stage	3650000.0	New Delhi	Operator of lowcost mobile cinema theatres in rural areas	2018
1Crowd	Crowdsourcing	Other Stages	3500000.0	Mumbai	Equity crowd funding platform focused on connecting investors with a host of extremely promising Indian startups and early stage ventures	2018
Aarav Unmanned Systems	Delivery	Early Stage	1300000.0	Bengaluru	Professional Drones for Enterprise Applications	2018
Wellthy Therapeutics Pvt Ltd	Health Care	Early Stage	1971000.0	Mumbai	Wellthy is a digital therapeutics company focused on improving patient health through the intersection of technology and clinical outcomes	2018
Nua	Consumer Goods	Early Stage	1300000.0	Mumbai	Nua is an ecommerce and feminine care brand platform focused on creating women care products	2018
Kuvera.In	Financial Services	Other Stages	250000.0	Bengaluru	An online platform for mutual fund investments	2018
Livehealth	Health Care	Early Stage	1100000.0	Pune	Livehealth is an endtoend collaborative report management solution We help you get your medical reports instantly from various health	2018
Gramophone	Farming	Early Stage	1000000.0	Indore	An agricultural inputs startup Company	2018
Ora	Business Travel	Early Stage	1300000.0	Kolkata	Ora is an online marketplace of unique accommodations Awarded as among top 3000 startups in India by IIM Kolkata	2018
Buddy4Study.Com	Career Planning	Mid Stage	3000000.0	Noida	Buddy4Study is the best scholarship search engine for Indian students It also helps organizations to set up their own scholarship schemes	2018
Predible Health	Medical Device	Early Stage	1300000.0	Bengaluru	Healthcare devices for cancer detection	2018
